PULocationID,DOLocationID,Freq,jojo,koko
237,236,51252,Manhattan,Manhattan
236,237,43542,Manhattan,Manhattan
236,236,41754,Manhattan,Manhattan
237,237,39621,Manhattan,Manhattan
239,238,23392,Manhattan,Manhattan
239,142,23270,Manhattan,Manhattan
237,162,23137,Manhattan,Manhattan
142,239,21521,Manhattan,Manhattan
238,239,20368,Manhattan,Manhattan
230,186,20121,Manhattan,Manhattan
141,236,19801,Manhattan,Manhattan
186,230,19762,Manhattan,Manhattan
186,161,19584,Manhattan,Manhattan
237,161,18785,Manhattan,Manhattan
107,170,18683,Manhattan,Manhattan
48,48,18654,Manhattan,Manhattan
161,237,18478,Manhattan,Manhattan
234,170,17928,Manhattan,Manhattan
79,79,17812,Manhattan,Manhattan
48,68,17429,Manhattan,Manhattan
263,236,17084,Manhattan,Manhattan
141,237,17067,Manhattan,Manhattan
237,141,16846,Manhattan,Manhattan
239,239,16758,Manhattan,Manhattan
186,170,16573,Manhattan,Manhattan
236,141,16127,Manhattan,Manhattan
162,170,15538,Manhattan,Manhattan
142,238,15486,Manhattan,Manhattan
236,239,15412,Manhattan,Manhattan
161,161,15395,Manhattan,Manhattan
263,141,15342,Manhattan,Manhattan
170,234,15245,Manhattan,Manhattan
236,162,15182,Manhattan,Manhattan
161,234,15153,Manhattan,Manhattan
138,230,15098,Queens,Manhattan
186,234,14855,Manhattan,Manhattan
161,164,14808,Manhattan,Manhattan
262,236,14721,Manhattan,Manhattan
239,236,14578,Manhattan,Manhattan
141,141,14511,Manhattan,Manhattan
79,107,14476,Manhattan,Manhattan
237,140,14082,Manhattan,Manhattan
238,142,14060,Manhattan,Manhattan
164,161,14044,Manhattan,Manhattan
237,142,14023,Manhattan,Manhattan
162,237,13976,Manhattan,Manhattan
236,262,13972,Manhattan,Manhattan
236,75,13948,Manhattan,Manhattan
236,263,13852,Manhattan,Manhattan
68,68,13826,Manhattan,Manhattan
